market,market_label,symbol,anchor,cycle_id,broad_episode_id,cycle_start_year,anchor_date,episode_weight,ret_3m,ret_6m,ret_12m,mdd_12m,mae_12m,mfe_12m,mdd_trough_month
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,FIRST_HIKE,T10_2022,B07,2022,2022-03-16,1.0,-0.048112335279001606,-0.08949442245072348,-0.05579418263196967,0.13167251694429616,-0.13167251694429616,0.0,7
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,LAST_HIKE,T07_1999,B04,1999,2000-05-16,1.0,0.1366908811588694,0.13033745227908344,0.20236233381692004,0.06392425015985581,0.0,0.20236233381692004,9
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,LAST_HIKE,T08_2004,B05,2004,2006-06-29,1.0,0.06024850418989036,0.436761360032232,1.4992972219655627,0.04745760674436539,0.0,1.543390024756139,2
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,LAST_HIKE,T09_2015,B06,2015,2018-12-19,1.0,0.15858845748947648,0.11121363189260092,0.12583366751822878,0.11256973420289429,-0.02757992552894384,0.2193904313355748,8
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,LAST_HIKE,T10_2022,B07,2022,2023-07-26,1.0,-0.056832738259065874,-0.10690608474425978,-0.08373098512339805,0.10690608474425978,-0.10690608474425978,0.0,6
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,PAUSE_START,T07_1999,B04,1999,2000-06-28,1.0,0.0757381315485588,0.14497427582934597,0.22714820127933533,0.06392425015985581,0.0,0.22714820127933533,8
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,PAUSE_START,T08_2004,B05,2004,2006-08-08,1.0,0.15935099277880904,0.66590060320841,1.8738627292396073,0.017336233279755753,0.0,1.8738627292396073,10
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,PAUSE_START,T09_2015,B06,2015,2019-01-30,1.0,0.24653546857824749,0.14537166606761498,0.19619682912231173,0.11256973420289429,0.0,0.24653546857824749,7
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,PAUSE_START,T10_2022,B07,2022,2023-09-20,1.0,-0.06981406357067177,-0.04153899806497885,-0.1103645727899083,0.1103645727899083,-0.1103645727899083,0.0,12
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,FIRST_CUT,T07_1999,B04,1999,2001-01-03,1.0,0.033541913288198,0.0351958868625446,-0.28733180993321317,0.33505444250528027,-0.28733180993321317,0.07176923288557524,12
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,FIRST_CUT,T08_2004,B05,2004,2007-09-18,1.0,0.045547422644505176,-0.19250222487564472,-0.5536790124462195,0.6284255203805609,-0.5536790124462195,0.20116157603421936,12
SHANGHAI_COMPOSITE,Shanghai Composite,000001.SS,FIRST_CUT,T09_2015,B06,2015,2019-07-31,1.0,0.0106834095547792,0.05303602469194835,0.1249243010809089,0.08592783821146,-0.037449084468620275,0.1249243010809089,9
