period,WB_PRICE,WB_RET_3M,WB_RET_6M,WB_VOL_6M,GCF_PRICE,GCF_N_DAILY,GCF_RET_3M,GCF_RET_6M,GCF_VOL_6M,ABS_REL_LEVEL_GAP,ABS_RET3_DIFF,ABS_RET6_DIFF,ABS_VOL6_DIFF
2017-12,1264.0,-0.03805175038051756,0.0031746031746031633,0.025021996261674555,1265.5700073242188,20,-0.03681294048990991,0.004373536309304926,0.025332068472767463,0.0012420944020719027,0.0012388098906076506,0.0011989331347017629,0.00031007221109290856
2018-01,1331.0,0.039843749999999956,0.07599029911075172,0.030220441594439682,1330.675,20,0.0401993310363864,0.07663274105027496,0.02982132470570467,0.0002441773102930256,0.0003555810363864431,0.0006424419395232306,0.00039911688873501064
2018-02,1331.0,0.038221528861154486,0.0374123148869836,0.027937284457563865,1330.0578806023848,19,0.03854749556325254,0.03603551480174394,0.02721994422227858,0.000707828247644815,0.0003259667020980572,0.00137680008523966,0.0007173402352852846
2018-03,1325.0,0.048259493670886,0.008371385083713934,0.026706268139372498,1324.2381068638392,21,0.04635705587212979,0.007837575843111733,0.026015023222982426,0.0005750136876685463,0.0019024377987562069,0.000533809240602201,0.000691244916390072
2018-04,1335.0,0.003005259203606281,0.04296875,0.023030290459447413,1335.3428664434523,21,0.0035078936956449702,0.04384823971194307,0.022095093186452038,0.0002568287965933891,0.0005026344920386894,0.0008794897119430711,0.000935197272995375
2018-05,1303.0,-0.021036814425244188,0.01638065522620913,0.026416573275112112,1302.6181696111505,22,-0.02063046382523348,0.01712177902524803,0.02574579376260607,0.00029303943887148964,0.00040635060001070755,0.0007411237990389008,0.0006707795125060409
2018-06,1282.0,-0.03245283018867928,0.014240506329114,0.026697964641539836,1280.0238037109375,21,-0.033388484233861315,0.011420779809153458,0.026479723068979995,0.0015414947652593325,0.0009356540451820328,0.0028197265199605415,0.00021824157255984078
2018-07,1238.0,-0.07265917602996252,-0.06987227648384675,0.015967794769602334,1236.0238211495537,21,-0.07437718640638313,-0.07113019997403291,0.016291681769106434,0.0015962672459178817,0.001718010376420609,0.0012579234901861636,0.00032388699950409994
2018-08,1202.0,-0.07751343054489634,-0.0969196093163035,0.016050283678487372,1199.9521749745245,23,-0.07881511023853849,-0.097819581783114,0.016403540034648452,0.0017036813855869637,0.0013016796936421438,0.0008999724668105058,0.0003532563561610795
2018-09,1198.0,-0.06552262090483618,-0.09584905660377363,0.016240574054509065,1196.705258018092,19,-0.06509140334054353,-0.09630658428020933,0.01667646069980348,0.001080752906433946,0.0004312175642926519,0.00045752767643569836,0.00043588664529441504
2018-10,1215.0,-0.018578352180936952,-0.0898876404494382,0.01829926500299588,1213.9695673403533,23,-0.017842903536186783,-0.0908929849802278,0.018555910332399044,0.0008480927239891134,0.0007354486447501696,0.001005344530789598,0.00025664532940316426
2018-11,1221.0,0.01580698835274541,-0.0629316960859555,0.01941303247491255,1219.2381010509673,21,0.01607224560999887,-0.06400960043807258,0.01953904176653212,0.0014429966822544493,0.0002652572572534595,0.0010779043521170761,0.00012600929161956861
2018-12,1250.0,0.04340567612687818,-0.0249609984399376,0.023532890600441864,1253.0473697060033,19,0.047081026268090076,-0.021074947142956546,0.02451344576958457,0.002437895764802578,0.003675350141211897,0.0038860512969810523,0.0009805551691427078
2019-01,1292.0,0.06337448559670777,0.043618739903069415,0.022109462862756845,1290.8618977864583,21,0.06333958652239202,0.044366520853864166,0.022029619322318023,0.0008808840662087869,3.48990743157529e-05,0.0007477809507947519,7.984354043882175e-05
2019-02,1320.0,0.08108108108108114,0.09816971713810307,0.0132303274083114,1318.4473684210527,19,0.08136988770656717,0.09874993013704403,0.012902550927774334,0.0011762360446569975,0.00028880662548602665,0.0005802129989409543,0.00032777648053706684
